Date,Insertion_Order,Order_Goal_Type,Insertion_Order_Goal_Value,IO_Planned_Budget,IO_Start_Date,IO_End_Date,Advertiser_Currency,Line_Item_Name,LI_Goal,Line_Item_Type,Line_Item_Start_Date,Line_Item_End_Date,LI_Spends,Impressions,Clicks,Complete_Views_(Video)
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_RMKT_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,28.1279,192,0,172
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_RMKT_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,1261.016,11756,117,9963
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_All_OTT_TVC_Id_Branding_LI,83%,Real-time bidding (Video),4/1/2025,4/30/2025,817.309,8739,42,7620
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_GoogleCustomAudience_SkipInstream_YT_TVC_Id_Branding_LI,65%,YouTube & partners,4/1/2025,4/30/2025,1433.946,12537,57,9188
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,3836.357,32139,6,27220
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,23021.04,139712,901,118120
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_RMKT_All_DGen_TVC_Id_Branding_LI,6%,Demand Gen,4/1/2025,4/30/2025,411.0721,10808,790,0
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_RMKT_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,2.673428,16,0,11
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_RMKT_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,373.9807,2159,8,1960
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_All_OTT_TVC_Id_Branding_LI,83%,Real-time bidding (Video),4/1/2025,4/30/2025,2147.771,22110,63,19845
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_GoogleCustomAudience_SkipInstream_YT_TVC_Id_Branding_LI,65%,YouTube & partners,4/1/2025,4/30/2025,2814.565,19769,63,14986
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,4698.93,50947,15,39780
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,12096.04,66198,451,55626
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_RMKT_All_DGen_TVC_Id_Branding_LI,6%,Demand Gen,4/1/2025,4/30/2025,1741.503,57095,3932,671
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_RMKT_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,673.7922,4368,1,3748
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_RMKT_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,3167.182,17229,92,15257
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_All_OTT_TVC_Id_Branding_LI,83%,Real-time bidding (Video),4/1/2025,4/30/2025,2174.555,22238,79,19947
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_GoogleCustomAudience_SkipInstream_YT_TVC_Id_Branding_LI,65%,YouTube & partners,4/1/2025,4/30/2025,2264.985,18920,62,14410
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,6722.318,82966,20,62750
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,39529.52,218652,1452,185260
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_RMKT_All_DGen_TVC_Id_Branding_LI,6%,Demand Gen,4/1/2025,4/30/2025,2720.568,91378,5756,19
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_RMKT_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,898.3285,5931,6,5119
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_RMKT_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,4248.992,24944,120,22061
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_All_OTT_TVC_Id_Branding_LI,83%,Real-time bidding (Video),4/1/2025,4/30/2025,1386.971,15524,37,13689
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_GoogleCustomAudience_SkipInstream_YT_TVC_Id_Branding_LI,65%,YouTube & partners,4/1/2025,4/30/2025,1415.271,14136,43,10700
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,2841.531,27777,8,22905
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,15366.7,100286,797,83754
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_RMKT_All_DGen_TVC_Id_Branding_LI,6%,Demand Gen,4/1/2025,4/30/2025,897.0866,26130,1706,503
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_RMKT_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,43.01688,285,0,234
4/3/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_RMKT_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,1708.112,11652,72,10223
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_All_OTT_TVC_Id_Branding_LI,83%,Real-time bidding (Video),4/1/2025,4/30/2025,225.6002,2676,46,1293
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_GoogleCustomAudience_SkipInstream_YT_TVC_Id_Branding_LI,65%,YouTube & partners,4/1/2025,4/30/2025,1384.265,10770,32,8636
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,13318.56,100540,21,79244
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,8030.159,49258,388,41059
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_RMKT_All_DGen_TVC_Id_Branding_LI,6%,Demand Gen,4/1/2025,4/30/2025,614.9934,19749,1093,3
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_RMKT_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,39.48868,260,0,234
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_RMKT_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,885.5184,5585,40,4895
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_All_OTT_TVC_Id_Branding_LI,83%,Real-time bidding (Video),4/1/2025,4/30/2025,790.1811,9227,120,6506
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_GoogleCustomAudience_SkipInstream_YT_TVC_Id_Branding_LI,65%,YouTube & partners,4/1/2025,4/30/2025,433.2788,4062,15,3206
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,16074.76,113150,30,90480
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,11699.28,77402,597,61528
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_RMKT_All_DGen_TVC_Id_Branding_LI,6%,Demand Gen,4/1/2025,4/30/2025,229.5339,8597,437,1
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_RMKT_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,3.984762,26,0,20
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_RMKT_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,429.6997,2567,18,2254
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_All_OTT_TVC_Id_Branding_LI,83%,Real-time bidding (Video),4/1/2025,4/30/2025,134.009,1560,19,955
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_GoogleCustomAudience_SkipInstream_YT_TVC_Id_Branding_LI,65%,YouTube & partners,4/1/2025,4/30/2025,144.2791,1866,8,1439
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,2654.466,18607,6,15345
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,2528.782,17749,154,14147
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_RMKT_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,76.14259,561,6,466
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_All_OTT_TVC_Id_Branding_LI,83%,Real-time bidding (Video),4/1/2025,4/30/2025,622.2458,7329,168,4665
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_GoogleCustomAudience_SkipInstream_YT_TVC_Id_Branding_LI,65%,YouTube & partners,4/1/2025,4/30/2025,137.4479,1296,1,1079
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,12577.99,112332,43,85277
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,8311.408,51913,404,42038
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_RMKT_All_DGen_TVC_Id_Branding_LI,6%,Demand Gen,4/1/2025,4/30/2025,556.5492,16498,966,374
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_RMKT_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,176.7605,1192,0,1000
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_RMKT_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,929.9659,5810,36,4947
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_All_OTT_TVC_Id_Branding_LI,83%,Real-time bidding (Video),4/1/2025,4/30/2025,587.7754,8137,25,5856
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_GoogleCustomAudience_SkipInstream_YT_TVC_Id_Branding_LI,65%,YouTube & partners,4/1/2025,4/30/2025,648.5086,8609,40,6287
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,7911.243,54528,18,46778
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,6816.108,60906,626,49888
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_RMKT_All_DGen_TVC_Id_Branding_LI,6%,Demand Gen,4/1/2025,4/30/2025,579.3138,14559,1085,1235
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_RMKT_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,15.08872,103,0,91
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_RMKT_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,757.9657,6855,48,5828
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_All_OTT_TVC_Id_Branding_LI,83%,Real-time bidding (Video),4/1/2025,4/30/2025,1482.785,18690,67,14979
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_GoogleCustomAudience_SkipInstream_YT_TVC_Id_Branding_LI,65%,YouTube & partners,4/1/2025,4/30/2025,2387.736,18645,86,14482
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_CTV_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,8137.114,55565,11,47673
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_GoogleCustomAudience_TFNonskip_YT_TVC_Id_Branding_LI,80%,YouTube & partners,4/1/2025,4/30/2025,13453.68,79518,507,67521
4/4/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,4/1/2025,4/30/2025,INR,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_RMKT_All_DGen_TVC_Id_Branding_LI,6%,Demand Gen,4/1/2025,4/30/2025,411.0487,12690,1004,5
